#,"McGlathery, K.J., Christian, R.R. 2000. Water Quality Sampling - integrated"
#,"measurements for the Virginia Coast, 1992-2016. Virginia Coast Reserve"
#,"Long-Term Ecological Research Project Data Publication knb-lter-vcr.247.6"
#,"(http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.247)"
#,
#,This dataset is distributed by the Virginia Coast Reserve Long-Term Ecological
#,Research Project and use is subject to the VCR/LTER Data Access Policy
#,(http://www.vcrlter.virginia.edu/data/docs/IMPolicy_VCRLTER06.pdf). Data users
#,working on scientific papers are encouraged to contact the data authors
#,regarding availability of updated data and/or possible collaborations.
#,
#,Full metadata descriptions are available at:
#,http://www.vcrlter.virginia.edu/cgi-bin/showDataset.cgi?docid=knb-lter-vcr.2
#,For additional information about the data contact: Karen McGlathery
#,(kjm4k@virginia.edu)
#,
#,Collection and/or distribution of this data was supported by National Science
#,Foundation grants BSR-8702333-06; DEB-9211772; DEB-9411974; DEB-0080381,
#,DEB-0621014 and DEB-1237733. VCR/LTER: http://www.vcrlter.virginia.edu
#,# # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # # #
"station","measureDate","StaGrpCode","StaType","Transect","Latitude","Longitude","time","analyst","tidestage","scttemp","sctsal","sctcond","airtemp","refrsal","dotemp","do","secchi","depth","winddir","windsp","commentOBS","chla","chla_sd","chla_N","chla_qual","phaeopigments","phaeopigments_sd","phaeopigments_N","phaeopigments_qual","nh3","nh3_sd","nh3_N","nh3qual","po4","po4_sd","po4_N","po4qual","nox","nox_sd","nox_N","noxqual","no2","no2_sd","no2_N","no2qual","din","commentNutr","noxTDN","noxTDN_sd","noxTDN_N","noxTDNqual","no2TDN","no2TDN_sd","no2TDN_N","no2TDNqual","commentTDN","processorTDN","organic_content","organic_content_sd","organic_content_N","oc_qual","porosity","porosity_sd","porosity_N","porosity_qual","comments_organic_content","chlor_a","chlor_a_sd","chlor_a_N","chlor_aqual","phaeopigments_a","phaeopigments_a_sd","phaeopigments_a_N","phaeopigments_aqual","commentWaterChl","Gracilaria_mass","Gracilaria_sd","Gracilaria_N","Gracilaria_qual","Ulva_mass","Ulva_sd","Ulva_N","Ulva_qual","commentMacroalgae","tss","tss_sd","tss_N","tssqual","pom","pom_sd","pom_N","pomqual","pim","pim_sd","pim_N","pimqual","commentTSS","sedMass","sedMass_sd","sedMass_N","sedMassqual","sedperc_N","sedperc_N_sd","sedperc_N_N","sedperc_Nqual","sedperc_C","sedperc_C_sd","sedperc_C_N","sedperc_Cqual","commentSedCN"
"NM",2017-04-27,5,"Lagoon Shoal","Oyster",37.290609,-75.856815,1052,"","FALLING",15.9,31.6,48.38,16.1,,15.9,6.91,80,10,"NW",8.8,"",16.329763296,4.0312045107289,5,,10.8865088632,3.96503722389257,5,,0.763666666666667,0.403908818093061,3,"",,,,"M",,,,"M",,,,"M",,"",5.05833333333333,1.48648354627064,3,"",,,,"M","","MEG MILLER ",,,,"M",,,,,,5.83205832,1.94401944,3,"",2.786427864,1.32326667764616,3,"","",,,,,,,,,,,,,"M",,,,"M",,,,"M",,26.249,5.09324209124208,5,,0.0019376772,0.00265397252429169,5,,0.3955554456,0.0321359824895056,5,,
"NM",2017-08-21,5,"Lagoon Shoal","Oyster",37.290609,-75.856815,1127,"LA/AB/SP","EARLY EBB",28.8,30.6,47.2,31.1,,30.7,5.01,105,12,"E",4,"",35.768648592,19.9130724371822,5,,25.816578162,22.3897538810227,5,,4.6,0.985342580019762,3,"",4.19666666666667,0.115470053837925,3,"",0.435333333333333,0.134782540906949,3,"",,,,"M",5.03533333333333,"",13.1,0.264575131106459,3,"",,,,"M","","MEG MILLER ",,,,"M",,,,,,8.35928359133333,2.52722527084615,3,"",-0.738727387,1.62752861694005,3,"Q","",,,,,,,,,,,5.19615242270663,3,"M",,301.376840516985,3,"M",,279.702222610642,3,"M","",28.8032,6.31668177922555,5,,0,0,5,,0.1387463852,0.0181641133696063,5,,
"NM",2017-12-05,5,"Lagoon Shoal","Oyster",37.290609,-75.856815,1000,"DL/AB/MV/LA","FALLING",12,31.2,47.98,14.3,,12,7.68,130,10,"S",6.5,"",21.773017728,15.7573538707974,5,,19.5957159548,18.0429721560619,5,,2.13733333333333,1.30596375651598,3,"",0.317,0.0229128784747792,3,"",0.331,,1,"",,,,"M",2.46833333333333,"",17.2333333333333,1.05039675043925,3,"",,,,"M","","MEG MILLER ",,,,"M",,,,,,3.88803888,1.94401944,3,"",1.101611016,2.33552179429023,3,"","",,,,,,,,,,,,,"M",,,,"M",,,,"M",,23.8586,1.47894736214647,5,,0.0198167704,0.0122792352808967,5,,0.3459991156,0.0856666520881395,5,,
"NM",2018-04-27,5,"Lagoon Shoal","Oyster",37.290609,-75.856815,1120,"LA/DL/AB/CJ","FALLING",16.2,31,47.51,18,,15.4,6.68,60,2.5,"SE",6.1,"",27.21627216,2.74925865756495,5,,15.7951579515,11.9029195123846,4,,1.03933333333333,0.38142015328681,3,"",0.198,0.0402616442783948,3,"",0.330333333333333,0.0640338452174578,3,"",,,,"M",1.36966666666666,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,23.5728,4.06083780764512,5,,0.0034283724,0.0076660737385841,5,,0.3021685838,0.0442689028135893,5,,
"OH",1992-07-28,4,"Harbor","Oyster",37.28919,-75.92427,1220,"","",28,29,47,,,26,7.3,70,10.7,"NW",10,"",,,,"M",,,,"M",3.31,,,"K",0.425,,1,"",2.68,,1,"",,,,"M",5.99,"",,,,"M",,,,"M",,,,,,"M",,,,,,12.1,,,"K",,,,"M",,,,,,,,,,,16.8,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1992-08-25,4,"Harbor","Oyster",37.28919,-75.92427,1230,"","",30,18,33,,31,28,10,50,0.9,"NW",,"",,,,"M",,,,"M",2.38,,,"K",0.01,,1,"",2.15,,1,"",,,,"M",4.53,"",,,,"M",,,,"M",,,,,,"M",,,,,,14.8,,,"K",,,,"M",,,,,,,,,,,15.25,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1992-10-06,4,"Harbor","Oyster",37.28919,-75.92427,1257,"","",17,28.3,0,,28.3,17,10,100,,"NE",25,"",,,,"M",,,,"M",6.53,,,"K",0.4335,0.168998520703585,2,"",8.04,,1,"",,,,"M",14.57,"",,,,"M",,,,"M",,,,,,"M",,,,,,3.38,,,"K",,,,"M",,,,,,,,,,,10.13,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1992-10-26,4,"Harbor","Oyster",37.28919,-75.92427,1640,"","",14,27,38,,,14,10,70,1.2,"",,"",,,,"M",,,,"M",6.76,,,"K",0.707,0.0848528137423857,2,"",5.71,,1,"",,,,"M",12.47,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.67,,,"K",2.19,,,"K",,,,,,,,,,,15.46,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1992-11-17,4,"Harbor","Oyster",37.28919,-75.92427,1210,"","",11,29,32,,30,11,12,70,1.2,"",,"",,,,"M",,,,"M",0.015,,1,"",0.316,,1,"",2.44,,1,"",,,,"M",2.455,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.01,,,"K",,,,"M",,,,,,,,,,,11.23,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1992-12-15,4,"Harbor","Oyster",37.28919,-75.92427,912,"","",,28,0,,28,,,70,0.9,"",,"",,,,"M",,,,"M",0.804,,1,"",0.393,0.288499566724111,2,"",9.54,,1,"",,,,"M",10.344,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.96,,,"K",,,,"M",,,,,,,,,,,24.22,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1993-01-26,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",6,21,22,,,5,10,110,,"NE",50,"",,,,"M",,,,"M",1.54,,1,"",0.464,,1,"",63.36,,1,"",,,,"M",64.9,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,13.19,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1993-02-23,4,"Harbor","Oyster",37.28919,-75.92427,1500,"","",6.5,29,30,,,,,120,1.2,"NE",33.3,"",,,,"M",,,,"M",1.32,,1,"",0.295,0.21920310216783,2,"",3.84,,1,"",,,,"M",5.16,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,14.07,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1993-03-23,4,"Harbor","Oyster",37.28919,-75.92427,1247,"","",9,15,18,,,8,9.5,80,1.2,"NE",25,"",,,,"M",,,,"M",6.13,,,"K",0.246,0.243244732728172,2,"",104,,1,"",,,,"M",110.13,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.34,,,"K",3.15,,,"K",,,,,,,,,,,12.23,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1993-04-27,4,"Harbor","Oyster",37.28919,-75.92427,1210,"","",15,30,37,,,15,10.3,80,,"NE",25,"",,,,"M",,,,"M",1.96,,,"K",0.618,0.014142135623731,2,"",5.01,,1,"",,,,"M",6.97,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,17.07,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1993-05-25,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",23,28,40,,,21,6.9,100,,"",,"",,,,"M",,,,"M",0.316,,,"K",0.1665,0.0869741340859454,2,"",2.38,,1,"",,,,"M",2.696,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,40.98,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1993-06-26,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",27,29,45,,,26,5.7,65,,"SW",16.7,"",,,,"M",,,,"M",2.37,,,"K",0.5145,0.406586399182265,2,"",3.28,,1,"",,,,"M",5.65,"",,,,"M",,,,"M",,,,,,"M",,,,,,12.9,,,"K",6.72,,,"K",,,,,,,,,,,49.4,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1993-07-27,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",27,29,44,,32,28,7.1,70,,"",,"",,,,"M",,,,"M",1.9,,,"K",0.508,0.138592929112563,2,"",3.53,,1,"",,,,"M",5.43,"",,,,"M",,,,"M",,,,,,"M",,,,,,11.7,,,"K",16,,,"K",,,,,,,,,,,12.98,,1,"K",,,,"M",,,,"M","",,,,"M",,,,"M",,,,"M",
"OH",1993-08-24,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",29,26,44,,32,27,6.4,80,,"",,"",,,,"M",,,,"M",0.775,,,"K",0.4325,0.0615182899632296,2,"",3.38,,1,"",,,,"M",4.155,"",,,,"M",,,,"M",,,,,,"M",,,,,,19.8,,,"K",19,,,"K",,,,,,,,,,,19.99,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1993-09-01,4,"Harbor","Oyster",37.28919,-75.92427,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"OH",1993-10-01,4,"Harbor","Oyster",37.28919,-75.92427,1730,"","",22,30,40,,32,20,8.3,80,,"",,"",,,,"M",,,,"M",6.7,,,"K",1.035,1.1667261889578,2,"",4.18,,1,"",,,,"M",10.88,"",,,,"M",,,,"M",,,,,,"M",,,,,,4.09,,,"K",0.855,,,"K",,,,,,,,,,,16.04,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1993-11-05,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",13,28,34,,30,14,4.5,130,,"",,"",,,,"M",,,,"M",5.21,,,"K",0.5095,0.112429978208661,2,"",6.63,,1,"",,,,"M",11.84,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.96,,,"K",2.19,,,"K",,,,,,,,,,,19.23,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1993-12-03,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",10,30,31,,28,,,150,,"",,"",,,,"M",,,,"M",2.46,,,"K",0.758,,1,"",22.1,,1,"",,,,"M",24.56,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.6,,,"K",1.61,,,"K",,,,,,,,,,,20.59,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1994-01-28,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",7,21,22,,28,,,60,,"",,"",,,,"M",,,,"M",,,,"M",0.187,,1,"",17.9,,1,"",,,,"M",,"",,,,"M",,,,"M",,,,,,"M",,,,,,4.81,,,"K",2.79,,,"K",,,,,,,,,,,40.57,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1994-02-25,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",11,23,27,,21,,,90,,"",,"",,,,"M",,,,"M",1.15,,,"K",0.1645,0.159099025766973,2,"",42.5,,1,"",,,,"M",43.65,"",,,,"M",,,,"M",,,,,,"M",,,,,,9.79,,,"K",5.65,,,"K",,,,,,,,,,,31.57,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1994-03-31,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",,,0,,16,,,70,,"",,"",,,,"M",,,,"M",7.88,,,"K",0.3,,1,"",16.1,,1,"",,,,"M",23.98,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.67,,,"K",1.83,,,"K",,,,,,,,,,,243.7,,1,"K",,,,"M",,,,"M","",,,,"M",,,,"M",,,,"M",
"OH",1994-04-29,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",25,24,37,,30,,,,,"",,"",,,,"M",,,,"M",3.58,,,"K",0.282,,1,"",12.7,,1,"",,,,"M",16.28,"",,,,"M",,,,"M",,,,,,"M",,,,,,5.12,,,"K",0.83,,,"K",,,,,,,,,,,74.98,,1,"K",,,,"M",,,,"M","",,,,"M",,,,"M",,,,"M",
"OH",1994-05-01,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",25,29,45,,,24,8,,,"",,"",,,,"M",,,,"M",,,,"M",0.26,,1,"",0.47,,1,"",,,,"M",,"",,,,"M",,,,"M",,,,,,"M",,,,,,4.15,,,"K",1.56,,,"K",,,,,,,,,,,50.66,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1994-06-28,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",29,22,38,,,28,10,,,"",,"",,,,"M",,,,"M",0.292,,,"K",0.324,,1,"",0.485,,1,"",,,,"M",0.777,"",,,,"M",,,,"M",,,,,,"M",,,,,,40.1,,,"K",2,,,"K",,,,,,,,,,,136.1,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1994-07-26,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",27,25,40,,26,28,8.2,,,"",,"",,,,"M",,,,"M",0.045,,,"K",0.457,,1,"",5.26,,1,"",,,,"M",5.305,"",,,,"M",,,,"M",,,,,,"M",,,,,,7.88,,,"K",4.58,,,"K",,,,,,,,,,,19.29,,1,"K",,,,"M",,,,"M","",,,,"M",,,,"M",,,,"M",
"OH",1994-08-30,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",27,29,0,,29,27,5.3,,,"",,"",,,,"M",,,,"M",0.061,,,"K",0.336,,1,"",5.56,,1,"",,,,"M",5.621,"",,,,"M",,,,"M",,,,,,"M",,,,,,16.3,,,"K",,,,"M",,,,,,,,,,,135.8,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1994-09-28,4,"Harbor","Oyster",37.28919,-75.92427,1115,"","",25,28,44,,29,26,6.7,,,"",,"",,,,"M",,,,"M",4.57,,,"K",0.508,,1,"",3.98,,1,"",,,,"M",8.55,"",,,,"M",,,,"M",,,,,,"M",,,,,,8.19,,,"K",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"OH",1994-10-27,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",15,30,36,,,16,6.1,,,"",,"",,,,"M",,,,"M",9.63,,,"K",1.39,,1,"",4.68,,1,"",,,,"M",14.31,"",,,,"M",,,,"M",,,,,,"M",,,,,,4.09,,,"K",,,,"M",,,,,,,,,,,131.2,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1994-11-29,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",12.5,,0,,,12.5,,,,"",,"",,,,"M",,,,"M",5.56,,,"K",0.671,,1,"",7.12,,1,"",,,,"M",12.68,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.42,,,"K",0.693,,,"K",,,,,,,,,,,104.3,,1,"K",,,,"M",,,,"M","",,,,"M",,,,"M",,,,"M",
"OH",1994-12-01,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,3.74,,,"K",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"OH",1995-01-13,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",,,0,,,,11.5,,,"",,"",,,,"M",,,,"M",3.05,,,"K",0.296,,1,"",24.2,,1,"",,,,"M",27.25,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.78,,,"K",1.09,,,"K",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"OH",1995-02-23,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",7,35,30,,35,7,9.9,,,"",,"",,,,"M",,,,"M",0.809,,,"K",0.289,,1,"",12.8,,1,"",,,,"M",13.609,"",,,,"M",,,,"M",,,,,,"M",,,,,,4.98,,,"K",,,,"M",,,,,,,,,,,124.74,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1995-03-24,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",13,,0,,,13,8.5,,,"N",25,"",,,,"M",,,,"M",2.04,,,"K",0.553,,1,"",2.74,,1,"",,,,"M",4.78,"",,,,"M",,,,"M",,,,,,"M",,,,,,4.24,,,"K",,,,"M",,,,,,,,,,,153.6,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1995-04-20,4,"Harbor","Oyster",37.28919,-75.92427,1018,"","",18,30,39,,,18,7.4,,,"",,"",,,,"M",,,,"M",1.75,,,"K",0.632,,1,"",2.19,,1,"",,,,"M",3.94,"",,,,"M",,,,"M",,,,,,"M",,,,,,17.8,,,"K",2.01,,,"K",,,,,,,,,,,177.2,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1995-05-25,4,"Harbor","Oyster",37.28919,-75.92427,1417,"","",25,30,46,,,25,8.7,,,"",,"",,,,"M",,,,"M",1.98,,,"K",0.568,,1,"",0.939,,1,"",,,,"M",2.919,"",,,,"M",,,,"M",,,,,,"M",,,,,,17.8,,,"K",6.25,,,"K",,,,,,,,,,,177.2,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1995-06-20,4,"Harbor","Oyster",37.28919,-75.92427,1110,"","",28,29,45,,28,27.5,7.1,,,"",,"",,,,"M",,,,"M",0.289,,,"K",0.628,,1,"",1.67,,1,"",,,,"M",1.959,"",,,,"M",,,,"M",,,,,,"M",,,,,,23,,,"K",2.71,,,"K",,,,,,,,,,,50.57,,1,"K",,,,"M",,,,"M","",,,,"M",,,,"M",,,,"M",
"OH",1995-07-19,4,"Harbor","Oyster",37.28919,-75.92427,1113,"","",30,23,38,,,,,,,"",,"",,,,"M",,,,"M",1.86,,,"K",1.02,,1,"",0.787,,1,"",,,,"M",2.647,"",,,,"M",,,,"M",,,,,,"M",,,,,,50.2,,,"K",7.05,,,"K",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"OH",1995-08-23,4,"Harbor","Oyster",37.28919,-75.92427,1444,"","",28,28.5,44,31.5,,27,8.7,53,,"NE",8.3,"",,,,"M",,,,"M",2.49,,,"K",1.95,,1,"",1.96,,1,"",,,,"M",4.45,"",,,,"M",,,,"M",,,,,,"M",,,,,,3.68,,,"K",26.7,,,"K",,,,,,,,,,,35.73,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1995-09-15,4,"Harbor","Oyster",37.28919,-75.92427,1126,"","",24.9,32.6,51,26.6,,25.2,6.8,63,,"NE",16.7,"",,,,"M",,,,"M",6.94,,,"K",1.38,,1,"",4.76,,1,"",,,,"M",11.7,"",,,,"M",,,,"M",,,,,,"M",,,,,,0.535,,,"K",16,,,"K",,,,,,,,,,,19.81,,1,"K",,,1,"M",,,,"M","",,,,"M",,,,"M",,,,"M",
"OH",1995-10-13,4,"Harbor","Oyster",37.28919,-75.92427,1130,"","",31,32.1,48,26,,21,6.9,123,,"",,"",,,,"M",,,,"M",2.46,,,"K",0.848,,1,"",6.04,,1,"",,,,"M",8.5,"",,,,"M",,,,"M",,,,,,"M",,,,,,2.28,,,"K",14.7,,,"K",,,,,,,,,,,32.68,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1995-11-01,4,"Harbor","Oyster",37.28919,-75.92427,1334,"","",16.5,32.3,49,21,,17,7.4,136,,"",,"",,,,"M",,,,"M",4.35,,,"K",0.774,,1,"",3.08,,1,"",,,,"M",7.43,"",,,,"M",,,,"M",,,,,,"M",,,,,,4.27,,,"K",,,,"M",,,,,,,,,,,20.86,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1995-11-30,4,"Harbor","Oyster",37.28919,-75.92427,1154,"","",8.6,34,50,6,,8.8,10,130,,"SE",8.3,"",,,,"M",,,,"M",3.01,,,"K",0.743,,1,"",1.46,,1,"",,,,"M",4.47,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.05,,,"K",5.41,,,"K",,,,,,,,,,,13.45,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1996-01-01,4,"Harbor","Oyster",37.28919,-75.92427,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"OH",1996-02-01,4,"Harbor","Oyster",37.28919,-75.92427,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"OH",1996-03-01,4,"Harbor","Oyster",37.28919,-75.92427,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"OH",1996-04-25,4,"Harbor","Oyster",37.28919,-75.92427,1145,"","",12,30.2,46,17.2,,17.2,7.2,133,,"",,"",,,,"M",,,,"M",3.01,,1,"",0.797,,1,"",4.78,,1,"",,,,"M",7.79,"",,,,"M",,,,"M",,,,,,"M",,,,,,3.3,,,"K",1.88,,,"K",,,,,,,,,,,11.7,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1996-05-01,4,"Harbor","Oyster",37.28919,-75.92427,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"OH",1996-06-10,4,"Harbor","Oyster",37.28919,-75.92427,1310,"","",25.9,29.5,46,24.4,,25,6,133,,"",,"",,,,"M",,,,"M",3.36,,1,"",0.248,,1,"",3.84,,1,"",,,,"M",7.2,"",,,,"M",,,,"M",,,,,,"M",,,,,,7.37,,,"K",3.55,,,"K",,,,,,,,,,,26.9,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1996-07-22,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",25.3,28.1,41,25.9,,25.8,6.8,102,8.2,"",,"",,,,"M",,,,"M",3.18,,1,"",0.225,,1,"",21.9,,1,"",,,,"M",25.08,"",,,,"M",,,,"M",,,,,,"M",,,,,,7.37,,,"K",1.9,,,"K",,,,,,,,,,,16.03,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1996-08-26,4,"Harbor","Oyster",37.28919,-75.92427,1347,"","",28.4,27.2,42,30,,28.2,6.8,,,"",,"",,,,"M",,,,"M",5,,1,"",0.939,,1,"",37.1,,1,"",,,,"M",42.1,"",,,,"M",,,,"M",,,,,,"M",,,,,,18.2,,,"K",7.34,,,"K",,,,,,,,,,,27.85,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1996-09-01,4,"Harbor","Oyster",37.28919,-75.92427,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
"OH",1996-10-10,4,"Harbor","Oyster",37.28919,-75.92427,1,"","",18.3,25.6,40,21,,19,7.2,108,,"W",28.3,"",,,,"M",,,,"M",3.88,,1,"",0.246,,1,"",3.57,,1,"",,,,"M",7.45,"",,,,"M",,,,"M",,,,,,"M",,,,,,1.17,,,"K",0.645,,,"K",,,,,,,,,,,15.78,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1996-11-21,4,"Harbor","Oyster",37.28919,-75.92427,1310,"","",7,20,33,7,,7,5.8,200,,"N",1.7,"",,,,"M",,,,"M",7.05,,1,"",0.805,,1,"",67.3,,1,"",,,,"M",74.35,"",,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,43.92,,1,"K",,,1,"M",,,1,"M","",,,,"M",,,,"M",,,,"M",
"OH",1996-12-01,4,"Harbor","Oyster",37.28919,-75.92427,,"","",,,0,,,,,,,"",,"",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,"M",,,,,,"M",,,,"M",,,,,,"M",,,,,,,,,"M",,,,"M",,,,,,,,,,,,,,"M",,,,"M",,,,"M",,,,,"M",,,,"M",,,,"M",
