station,measureDate,StaGrpCode,StaType,Transect,Latitude,Longitude,time,analyst,tidestage,scttemp,sctsal,sctcond,airtemp,refrsal,dotemp,do,secchi,depth,winddir,windsp,commentOBS,chla,chla_sd,chla_N,chla_qual,phaeopigments,phaeopigments_sd,phaeopigments_N,phaeopigments_qual,nh3,nh3_sd,nh3_N,nh3qual,po4,po4_sd,po4_N,po4qual,nox,nox_sd,nox_N,noxqual,no2,no2_sd,no2_N,no2qual,din,commentNutr,noxTDN,noxTDN_sd,noxTDN_N,noxTDNqual,no2TDN,no2TDN_sd,no2TDN_N,no2TDNqual,commentTDN,processorTDN,organic_content,organic_content_sd,organic_content_N,oc_qual,porosity,porosity_sd,porosity_N,porosity_qual,comments_organic_content,chlor_a,chlor_a_sd,chlor_a_N,chlor_aqual,phaeopigments_a,phaeopigments_a_sd,phaeopigments_a_N,phaeopigments_aqual,commentWaterChl,Gracilaria_mass,Gracilaria_sd,Gracilaria_N,Gracilaria_qual,Ulva_mass,Ulva_sd,Ulva_N,Ulva_qual,commentMacroalgae,tss,tss_sd,tss_N,tssqual,pom,pom_sd,pom_N,pomqual,pim,pim_sd,pim_N,pimqual,commentTSS,sedMass,sedMass_sd,sedMass_N,sedMassqual,sedperc_N,sedperc_N_sd,sedperc_N_N,sedperc_Nqual,sedperc_C,sedperc_C_sd,sedperc_C_N,sedperc_Cqual,commentSedCN
OH,6/16/2015,4,Harbor,Oyster,37.28919,-75.92427,1230,K/G,MID EBB,29.2,31.9,49,34.2,,29.4,7.35,74,8,NE,3,Airtemp converted from F to C,,,,M,,,,M,2.4,0.409511905,3,,0.706333333,0.013650397,3,,1.233333333,0.02081666,3,,,,,M,3.633333333,,15.53333333,1.011599394,3,,,,,M,,MEG MILLER ,,,,M,,,,,,56.37656376,1.94401944,3,,-8.294482944,2.096779151,3,Q,,,,,,,,,,,,5.033222957,3,M,,180.0731333,3,M,,40.0666112,3,M,,,,,M,,,,M,,,,M,
OH,10/15/2015,4,Harbor,Oyster,37.28919,-75.92427,,,,,,,,,,,,,,,,,,,M,,,,M,8.496666667,1.044238159,3,,0.798333333,0.187947688,3,,5.833333333,0.466082968,3,,,,,M,14.33,,23.43333333,2.936551265,3,,,,,M,,MEG MILLER ,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
OH,11/1/2015,4,Harbor,Oyster,37.28919,-75.92427,,,,,,,,,,,,,,,,,,,M,,,,M,2.663333333,0.287460142,3,,0.351333333,0.039119475,3,,16.03333333,0.808290377,3,,,,,M,18.69666667,,28.1,0.141421356,2,,,,,M,,MEG MILLER ,,,,M,,,,,,0.64800648,1.122380147,3,,6.609666096,1.660970938,3,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
OH,2/21/2016,4,Harbor,Oyster,37.28919,-75.92427,1158,ART/BT,FALLING,6.8,30.7,47.85,19.9,,7.8,12.85,150,6,SE,5,,,,,M,,,,M,0.183,0.169705627,2,,,,,M,2.526666667,0.557344896,3,,,,,M,2.709666667,,11.5,1.307669683,3,,,,,M,,MEG MILLER ,,,,M,,,,,,6.4800648,5.939077491,3,,2.138421384,3.212047263,3,,,,,,,,,,,,,8.082903769,3,M,,369.4766569,3,M,,526.1618889,3,M,,,,,M,,,,M,,,,M,
OH,8/17/2016,4,Harbor,Oyster,37.28919,-75.92427,1317,TB/RA,EBB,29.8,32.8,50.2,34.5,,29.8,3.02,61,5.2,SW,9,,,,,M,,,,M,5.753333333,0.957722994,3,,2.073333333,0.279344471,3,,1.356666667,0.156950098,3,,,,,M,7.11,,9.133333333,1.921804707,3,,,,,M,,MEG MILLER ,,,,M,,,,,,18.79218792,6.827171903,3,,1.231212312,2.132522279,3,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
OH,10/18/2016,4,Harbor,Oyster,37.28919,-75.92427,1229,ACS/JRP/SET,FALLING,20.9,28.5,44.05,24.6,,20.9,5.43,110,8.4,SW,9.4,Airtemp converted from F to C,,,,M,,,,M,3.213333333,0.813777201,3,,0.418333333,0.15274925,3,,5.84,0.585576639,3,,,,,M,9.053333333,,11.5,0.360555128,3,,,,,M,,MEG MILLER ,,,,M,,,,,,18.79218792,6.827171903,3,,1.231212312,2.132522279,3,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
OH,12/13/2016,4,Harbor,Oyster,37.28919,-75.92427,1202,,FALLING,7.4,31.82,47.8,8.8,,7.6,6.93,130,3,SE,3,,,,,M,,,,M,1.578333333,0.133778424,6,,0.489666667,0.065064071,3,,3.986666667,1.921933055,6,,,,,M,5.565,,24.03333333,1.530795,3,,,,,M,,MEG MILLER ,,,,M,,,,,,4.795247952,2.351647568,3,,3.732517325,1.749617496,3,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
OH,4/27/2017,4,Harbor,Oyster,37.28919,-75.92427,1126,,FALLING,16.7,30.9,47.42,17.1,,16.5,6.47,100,8.9,W,4.5,,,,,M,,,,M,1.66,0.112694277,3,,,,,M,2.256666667,0.420039681,3,,,,,M,3.916666667,,12.16833333,0.665832812,3,,,,,M,,MEG MILLER ,,,,M,,,,,,7.12807128,2.244760294,3,,-1.231212312,2.723940542,3,Q,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
OH,8/21/2017,4,Harbor,Oyster,37.28919,-75.92427,1205,LA/AB/SP,MID EBB,29.9,29.6,45.8,31.2,,30.1,5.01,115,7.7,SE,6,,,,,M,,,,M,6.51,0.570350769,3,,4.66,0.117898261,3,,5.24,0.405955663,3,,,,,M,11.75,,17.8,0.848528137,2,,,,,M,,MEG MILLER ,,,,M,,,,,,12.9601296,2.07867712,3,,-0.848888489,0.643095421,3,Q,,,,,,,,,,,,7.371114796,3,M,,213.5001952,3,M,,585.0803364,3,M,,,,,M,,,,M,,,,M,
OH,12/5/2017,4,Harbor,Oyster,37.28919,-75.92427,1000,DL/AB/MV/LA,FALLING,12,31.1,47.74,14.7,,12,7.45,150,9.5,SW,7.4,,,,,M,,,,M,2.3,0.504083326,3,,0.555,0.034597688,3,,0.964666667,0.362618716,3,,,,,M,3.264666667,,22.3,1.3,3,,,,,M,,MEG MILLER ,,,,M,,,,,,1.94401944,0,3,,1.231212312,2.078677122,3,,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
OH,4/27/2018,4,Harbor,Oyster,37.28919,-75.92427,1205,LA/DL/AB/CJ,FALLING,16,30.6,47.13,20.8,,16.5,6.9,135,6,SE,6.1,,,,,M,,,,M,0.622333333,0.106368855,3,,0.211,0.038301436,3,,7.323333333,0.366924152,3,,,,,M,7.945666667,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
PCB,7/28/1992,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1245,,,30,30,35,,,27,6.5,50,1.8,NW,10,,,,,M,,,,M,4.23,,,K,0.656,,1,,3.22,,1,,,,,M,7.45,,,,,M,,,,M,,,,,,M,,,,,,3.56,,,K,1.66,,,K,,,,,,,,,,,33.9,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,8/25/1992,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1145,,,29,17,31,,24,26,9.9,40,1.8,NW,,,,,,M,,,,M,10.5,,,K,0.644,,1,,4.99,,1,,,,,M,15.49,,,,,M,,,,M,,,,,,M,,,,,,2.49,,,K,0.993,,,K,,,,,,,,,,,35.15,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,10/6/1992,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1207,,,15,25.3,0,,25.3,15,9.2,50,,NE,25,,,,,M,,,,M,6.1,,,K,0.351,0.32951176,2,,2.16,,1,,,,,M,8.26,,,,,M,,,,M,,,,,,M,,,,,,1.96,,,K,3.12,,,K,,,,,,,,,,,19.79,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,10/26/1992,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1557,,,15,27,35,,,14,9.9,60,1.5,,,,,,,M,,,,M,4.58,,,K,0.8035,0.000707107,2,,1.08,,1,,,,,M,5.66,,,,,M,,,,M,,,,,,M,,,,,,3.56,,,K,0.72,,,K,,,,,,,,,,,44.66,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,11/17/1992,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1134,,,11,28,30,,27,8,11.8,60,3.7,,,,,,,M,,,,M,0.011,,1,,0.262,,1,,0.392,,1,,,,,M,0.403,,,,,M,,,,M,,,,,,M,,,,,,0.481,,,K,,,,M,,,,,,,,,,,14.69,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,12/15/1992,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,833,,,,26,0,,26,,,90,1.8,,,,,,,M,,,,M,0.823,,1,,0.3885,0.385373196,2,,1.82,,1,,,,,M,2.643,,,,,M,,,,M,,,,,,M,,,,,,0.89,,,K,0.885,,,K,,,,,,,,,,,30,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,1/26/1993,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,5,24,24,,,4,14,100,,NE,50,,,,,M,,,,M,1.01,,1,,0.619,,1,,1.18,,1,,,,,M,2.19,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,15.85,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,2/23/1993,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1417,,,7,25,26,,,,,110,1.2,NE,33.3,,,,,M,,,,M,0.968,,1,,0.296,0.263043723,2,,1.54,,1,,,,,M,2.508,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,17.69,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,3/23/1993,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1202,,,8.5,21,23,,,8,9.4,90,1.4,NE,25,,,,,M,,,,M,1.86,,,K,0.1285,0.072831998,2,,6.06,,1,,,,,M,7.92,,,,,M,,,,M,,,,,,M,,,,,,12.1,,,K,9.08,,,K,,,,,,,,,,,35.59,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,4/27/1993,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1130,,,14,28,36,,,14,7.9,70,,NE,25,,,,,M,,,,M,0.05,,,K,0.422,0.041012193,2,,0.897,,1,,,,,M,0.947,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,27.64,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,5/25/1993,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,23,27,39,,,21,5.9,40,,,,,,,,M,,,,M,1.46,,,K,0.179,0.113137085,2,,2.39,,1,,,,,M,3.85,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,51.39,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,6/26/1993,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,27,32,48,,,25.2,5.7,25,,SW,16.7,,,,,M,,,,M,3.26,,,K,0.71,0.212132034,2,,0.808,,1,,,,,M,4.068,,,,,M,,,,M,,,,,,M,,,,,,11.9,,,K,13.9,,,K,,,,,,,,,,,56.81,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,7/27/1993,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,27,32,45,,35,27,4.3,35,,,,,,,,M,,,,M,3.04,,,K,1.2,0.240416306,2,,1.26,,1,,,,,M,4.3,,,,,M,,,,M,,,,,,M,,,,,,8.31,,,K,14.6,,,K,,,,,,,,,,,59.25,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,8/24/1993,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,28,32,45,,35,26,5.3,40,,,,,,,,M,,,,M,0.932,,,K,1.025,0.007071068,2,,1.12,,1,,,,,M,2.052,,,,,M,,,,M,,,,,,M,,,,,,24.9,,,K,16.4,,,K,,,,,,,,,,,32.21,,1,K,,,,M,,,,M,,,,,M,,,,M,,,,M,
PCB,9/1/1993,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,,,,,,0,,,,,,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
PCB,10/1/1993,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1650,,,19,31,41,,32,19,8.3,50,,,,,,,,M,,,,M,2.2,,,K,1.3725,1.141977452,2,,1.36,,1,,,,,M,3.56,,,,,M,,,,M,,,,,,M,,,,,,5.12,,,K,2.67,,,K,,,,,,,,,,,19.15,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,11/5/1993,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,13,28,33,,30,13,8.5,110,,,,,,,,M,,,,M,3.5,,,K,0.5315,0.215667568,2,,1.09,,1,,,,,M,4.59,,,,,M,,,,M,,,,,,M,,,,,,1.25,,,K,2.86,,,K,,,,,,,,,,,35.56,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,12/3/1993,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,10,36,33,,29,,,,,,,,,,,M,,,,M,0.693,,,K,0.616,,1,,0.956,,1,,,,,M,1.649,,,,,M,,,,M,,,,,,M,,,,,,0.356,,,K,0.295,,,K,,,,,,,,,,,23.4,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,1/28/1994,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,,,,,,0,,,,,,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
PCB,2/25/1994,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,10,18,20,,16,,,50,,,,,,,,M,,,,M,0.566,,,K,0.1155,0.089802561,2,,12.5,,1,,,,,M,13.066,,,,,M,,,,M,,,,,,M,,,,,,10.7,,,K,5.61,,,K,,,,,,,,,,,61.86,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,3/31/1994,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,12.5,20,24,,18,,,50,,,,,,,,M,,,,M,0.958,,,K,0.235,,1,,0.963,,1,,,,,M,1.921,,,,,M,,,,M,,,,,,M,,,,,,13.9,,,K,4.12,,,K,,,,,,,,,,,293.1,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,4/29/1994,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,24,27,41,,30,,,50,,,,,,,,M,,,,M,2.79,,,K,0.235,,1,,0.521,,1,,,,,M,3.311,,,,,M,,,,M,,,,,,M,,,,,,3.34,,,K,1.65,,,K,,,,,,,,,,,103.2,,1,K,,,,M,,,,M,,,,,M,,,,M,,,,M,
PCB,5/1/1994,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,24,31,44,,,24,5.3,50,,,,,,,,M,,,,M,,,,M,0.323,,1,,0.488,,1,,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,34.1,,,K,,,,M,,,,,,,,,,,40.23,,1,K,,,,M,,,,M,,,,,M,,,,M,,,,M,
PCB,6/28/1994,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,30,35,41,,,28,7.3,40,,,,,,,,M,,,,M,0.375,,,K,0.65,,1,,0.523,,1,,,,,M,0.898,,,,,M,,,,M,,,,,,M,,,,,,22.8,,,K,,,,M,,,,,,,,,,,161.8,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,7/26/1994,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,27,29,44,,29,30,6.5,32,,,,,,,,M,,,,M,0.054,,,K,4.06,,1,,1.48,,1,,,,,M,1.534,,,,,M,,,,M,,,,,,M,,,,,,5.34,,,K,4.63,,,K,,,,,,,,,,,34.51,,1,K,,,,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,8/30/1994,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,27,32,0,,32,27,4,40,,,,,,,,M,,,,M,0.086,,,K,0.371,,1,,2.76,,1,,,,,M,2.846,,,,,M,,,,M,,,,,,M,,,,,,28.8,,,K,,,,M,,,,,,,,,,,143.3,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,9/28/1994,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1035,,,26,29,45,,31,25,5.8,50,,,,,,,,M,,,,M,5.37,,,K,0.441,,1,,1.78,,1,,,,,M,7.15,,,,,M,,,,M,,,,,,M,,,,,,6.94,,,K,1.65,,,K,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
PCB,10/27/1994,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,15,29,37,,,15,6.3,80,,,,,,,,M,,,,M,4.52,,,K,0.955,,1,,2.19,,1,,,,,M,6.71,,,,,M,,,,M,,,,,,M,,,,,,3.92,,,K,,,,M,,,,,,,,,,,112.4,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,11/29/1994,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1140,,,13,,0,,,13,,80,,,,,,,,M,,,,M,3.89,,,K,0.374,,1,,3.6,,1,,,,,M,7.49,,,,,M,,,,M,,,,,,M,,,,,,2.85,,,K,1.89,,,K,,,,,,,,,,,81.6,,1,K,,,,M,,,,M,,,,,M,,,,M,,,,M,
PCB,12/1/1994,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,,,0,,,,,,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,3.56,,,K,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
PCB,1/13/1995,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1245,,,8,25,28,,,9,10,,,,,,,,,M,,,,M,1.71,,,K,0.172,,1,,0.949,,1,,,,,M,2.659,,,,,M,,,,M,,,,,,M,,,,,,27.1,,,K,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
PCB,2/23/1995,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1304,,,7,,0,,,7,9.9,,,,,,,,,M,,,,M,0.857,,,K,0.227,,1,,0.838,,1,,,,,M,1.695,,,,,M,,,,M,,,,,,M,,,,,,3.92,,,K,0.64,,,K,,,,,,,,,,,133.25,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,3/24/1995,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1122,,,12,,0,,,12,6.8,,0.9,N,25,,,,,M,,,,M,3.46,,,K,0.557,,1,,1.34,,1,,,,,M,4.8,,,,,M,,,,M,,,,,,M,,,,,,1.78,,,K,,,,M,,,,,,,,,,,65.12,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,4/20/1995,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,935,,,20,28,35,,,19,6.1,,,E,8.3,,,,,M,,,,M,0.761,,,K,0.595,,1,,0.761,,1,,,,,M,1.522,,,,,M,,,,M,,,,,,M,,,,,,11.9,,,K,1.96,,,K,,,,,,,,,,,204.8,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,5/25/1995,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1340,,,25,29,44,,,25,5.9,,,,,,,,,M,,,,M,2.97,,,K,0.644,,1,,1.57,,1,,,,,M,4.54,,,,,M,,,,M,,,,,,M,,,,,,16.9,,,K,3.28,,,K,,,,,,,,,,,185.7,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,6/20/1995,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1030,,,29,27,45,,30,28,5,,0.6,SW,8.3,,,,,M,,,,M,3.63,,,K,0.973,,1,,1.29,,1,,,,,M,4.92,,,,,M,,,,M,,,,,,M,,,,,,12.8,,,K,3.63,,,K,,,,,,,,,,,28.7,,1,K,,,1,M,,,,M,,,,,M,,,,M,,,,M,
PCB,7/19/1995,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1020,,,31,28,47,,35,30,6,,4.6,N,16.7,,,,,M,,,,M,1.54,,,K,0.784,,1,,0.517,,1,,,,,M,2.057,,,,,M,,,,M,,,,,,M,,,,,,40.6,,,K,2.4,,,K,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
PCB,8/23/1995,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1400,,,28,29,46,30,,26.5,5.8,65,15.2,NE,16.7,,,,,M,,,,M,0.836,,,K,0.878,,1,,0.883,,1,,,,,M,1.719,,,,,M,,,,M,,,,,,M,,,,,,3.97,,,K,30.4,,,K,,,,,,,,,,,39.58,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,9/15/1995,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1040,,,25.6,34.4,52,24.3,,25.8,5.8,87,5.2,NE,25,,,,,M,,,,M,7.44,,,K,1.75,,1,,3.58,,1,,,,,M,11.02,,,,,M,,,,M,,,,,,M,,,,,,1.61,,,K,5.52,,,K,,,,,,,,,,,27.55,,1,K,,,1,M,,,,M,,,,,M,,,,M,,,,M,
PCB,10/13/1995,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,950,,,20.9,32.6,50,20,,21.2,6,117,1.3,,,,,,,M,,,,M,4.31,,,K,1.06,,1,,1.65,,1,,,,,M,5.96,,,,,M,,,,M,,,,,,M,,,,,,1.96,,,K,,,,M,,,,,,,,,,,27.65,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,11/1/1995,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1147,,,16.1,31.6,48,19.5,,16.8,6.8,84,,SE,8.3,,,,,M,,,,M,5.18,,,K,0.969,,1,,1.03,,1,,,,,M,6.21,,,,,M,,,,M,,,,,,M,,,,,,0,,,K,11.5,,,K,,,,,,,,,,,20.55,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,11/30/1995,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,,,0,,,,,,,,,,,,,M,,,,M,0.045,,,K,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,0.045,,,K,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
PCB,1/1/1996,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,,,,,,0,,,,,,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
PCB,2/1/1996,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,,,,,,0,,,,,,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
PCB,3/1/1996,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,,,,,,0,,,,,,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
PCB,4/25/1996,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1100,,,17.5,28,45,15,,18,4.2,91,4.6,,,,,,,M,,,,M,1.36,,1,,0.514,,1,,3.21,,1,,,,,M,4.57,,,,,M,,,,M,,,,,,M,,,,,,11.9,,,K,3.78,,,K,,,,,,,,,,,15.9,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,5/1/1996,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,,,,,,0,,,,,,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
PCB,6/10/1996,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1225,,,25.7,28.1,44,24.6,,25.8,5.6,49,,,,,,,,M,,,,M,6.17,,1,,0.316,,1,,1,,1,,,,,M,7.17,,,,,M,,,,M,,,,,,M,,,,,,8.76,,,K,3.21,,,K,,,,,,,,,,,835.1,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,7/22/1996,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1101,,,24,29.1,45,24.9,,24.5,7.4,41,,,,,,,,M,,,,M,24.2,,1,,0.866,,1,,7.2,,1,,,,,M,31.4,,,,,M,,,,M,,,,,,M,,,,,,4.7,,,K,2.4,,,K,,,,,,,,,,,26.5,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,8/26/1996,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1,,,27.3,26.2,41,28.5,,26.2,4,,,,,,,,,M,,,,M,5.16,,1,,0.614,,1,,17.6,,1,,,,,M,22.76,,,,,M,,,,M,,,,,,M,,,,,,4.49,,,K,3.07,,,K,,,,,,,,,,,36.18,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,9/1/1996,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,,,,,,0,,,,,,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
PCB,10/10/1996,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1300,,,17.6,23.6,28,18,,18,5.4,33,,W,28.3,,,,,M,,,,M,6,,1,,0.929,,1,,2.17,,1,,,,,M,8.17,,,,,M,,,,M,,,,,,M,,,,,,2.45,,,K,1.66,,,K,,,,,,,,,,,36.66,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,11/21/1996,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,1231,,,7.9,27.4,43,5,,8,5,53,,N,1.7,,,,,M,,,,M,2.39,,1,,0.886,,1,,1.62,,1,,,,,M,4.01,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,39.24,,1,K,,,1,M,,,1,M,,,,,M,,,,M,,,,M,
PCB,12/1/1996,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,,,,,,0,,,,,,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
PCB,1/22/1997,2,Mainland Creek,Machipongo,37.44484653,-75.83420277,,,,,,0,,,,,,,,,,,,,M,,,,M,,,,M,,,,M,,,,M,,,,M,,,,,,M,,,,M,,,,,,M,,,,,,,,,M,,,,M,,,,,,,,,,,,,,M,,,,M,,,,M,,,,,M,,,,M,,,,M,
